1953.773360 13.691000 0.053000
1955.889960 13.896000 0.041000
1962.843120 13.793000 0.054000
1964.794290 13.582000 0.047000
1966.778070 13.434000 0.050000
1967.805810 13.394000 0.050000
1981.735960 12.515000 0.055000
1982.734010 12.437000 0.054000
1984.849070 12.364000 0.053000
2025.621230 12.466000 0.039000
2026.640760 12.588000 0.046000
2027.632700 12.642000 0.043000
2030.616980 12.752000 0.038000
2032.615060 12.946000 0.038000
2033.607330 13.002000 0.034000
2034.600470 12.941000 0.038000
2037.626750 13.083000 0.046000
2052.563600 13.967000 0.059000
2440.545550 12.518000 0.047000
2442.536290 12.580000 0.048000
2452.498800 12.944000 0.051000
2466.516280 13.634000 0.045000
2502.516830 13.823000 0.048000
2623.849130 12.405000 0.029000
2639.820480 11.976000 0.030000
2642.847640 11.920000 0.035000
2646.793470 11.950000 0.028000
2650.787630 11.958000 0.029000
2652.827020 11.950000 0.032000
2657.811370 12.047000 0.037000
2659.817510 12.034000 0.033000
2661.836140 12.180000 0.035000
2663.831820 12.328000 0.033000
2671.815480 12.602000 0.033000
2674.816350 12.785000 0.029000
2677.775160 12.971000 0.033000
2681.797810 13.062000 0.034000
2683.790610 13.256000 0.031000
2685.788750 13.283000 0.033000
2689.783820 13.694000 0.032000
2712.736880 13.543000 0.032000
2727.742090 13.891000 0.036000
2821.628020 13.324000 0.039000
2836.562710 12.375000 0.036000
2853.516380 12.126000 0.038000
3016.864240 13.081000 0.030000
3019.844420 13.466000 0.033000
3030.818250 12.749000 0.030000
3041.817750 12.166000 0.031000
3043.824430 12.247000 0.034000
3057.855230 11.461000 0.033000
3060.789930 11.480000 0.030000
3066.853140 11.386000 0.031000
3069.763720 11.411000 0.034000
3074.734050 11.430000 0.029000
3076.809310 11.595000 0.031000
3078.865640 11.695000 0.036000
3085.796060 11.903000 0.034000
3090.710160 12.156000 0.033000
3096.758490 12.429000 0.032000
3104.804770 12.681000 0.031000
3454.768090 13.337000 0.049000
3456.768310 13.333000 0.045000
3458.784250 13.026000 0.044000
3460.794780 13.057000 0.040000
3463.685830 12.878000 0.049000
3465.745620 12.791000 0.042000
3468.734270 12.885000 0.043000
3470.769880 12.407000 0.044000
3473.653790 12.176000 0.048000
3477.746140 11.965000 0.054000
3481.700000 11.787000 0.045000
3487.664770 11.523000 0.042000
3492.675030 11.392000 0.044000
3496.677040 11.368000 0.045000
3503.703270 11.489000 0.047000
3509.702880 11.741000 0.039000
3521.636580 12.499000 0.058000
3523.641560 12.676000 0.042000
3525.668810 12.699000 0.038000
3538.632950 13.468000 0.041000
3540.650020 13.655000 0.054000
3543.613770 13.724000 0.038000
3725.857000 12.574000 0.041000
3733.847080 12.957000 0.052000
3737.837700 13.262000 0.052000
3741.827590 13.241000 0.053000
3745.820450 13.283000 0.050000
3757.809870 14.321000 0.054000
3767.805140 14.632000 0.048000
3871.706500 13.892000 0.035000
3877.559990 13.726000 0.051000
3882.643440 13.519000 0.059000
3900.537830 12.558000 0.049000
3902.571550 12.361000 0.041000
3904.590440 12.207000 0.041000
3906.607270 12.312000 0.066000
3908.599590 12.178000 0.033000
4104.824500 13.060000 0.056000
4121.800820 12.259000 0.046000
4127.847550 12.202000 0.037000
4131.795420 12.030000 0.053000
4134.817410 12.060000 0.045000
4137.817970 11.977000 0.046000
