2994.69710 19.609 0.030
3010.74057 19.819 0.099
3326.78059 19.527 0.028
3336.81664 19.704 0.068
3352.75070 20.093 0.037
3357.71955 20.118 0.041
3362.79684 20.324 0.064
3365.78418 20.249 0.103
3372.79986 20.275 0.070
3381.70755 20.418 0.055
3386.80429 20.608 0.052
3396.76890 20.182 0.149
3717.69846 20.539 0.177
3720.78324 20.500 0.148
3728.76293 20.828 0.108
3732.78809 20.941 0.077
3740.65723 20.637 0.057
3749.70873 20.746 0.221
3756.66214 20.812 0.084
3766.63767 20.929 0.076
3774.56446 20.684 0.134
4059.69550 19.661 0.031
4072.78122 19.768 0.068
4078.64925 19.946 0.052
4098.72636 20.167 0.051
4109.81084 20.320 0.074
4372.87811 19.237 0.036
4382.88563 19.382 0.040
4394.83624 19.638 0.031
4409.77222 19.938 0.041
4422.75828 20.040 0.048
4461.68477 20.487 0.111
4468.76122 20.778 0.082
4476.72692 20.719 0.069
4483.82270 20.554 0.066
4511.63491 20.950 0.125
4789.77791 20.668 0.088
4896.62993 21.125 0.188
