amplitude beyond1std color_bv_extinction color_diff_bj color_diff_hk color_diff_jh color_diff_rj color_diff_vj eclpoly_15_ratio_diff eclpoly_20_ratio_diff eclpoly_30_ratio_diff eclpoly_5_ratio_diff eclpoly_8_ratio_diff eclpoly_best_orb_chi2 eclpoly_best_orb_period eclpoly_is_suspect eclpoly_orb_signif eclpoly_p_pulse eclpoly_p_pulse_initial flux_percentile_ratio_mid20 flux_percentile_ratio_mid35 flux_percentile_ratio_mid50 flux_percentile_ratio_mid65 flux_percentile_ratio_mid80 fold2P_slope_10percentile fold2P_slope_90percentile freq1_harmonics_amplitude_0 freq1_harmonics_amplitude_1 freq1_harmonics_amplitude_2 freq1_harmonics_amplitude_3 freq1_harmonics_freq_0 freq1_harmonics_rel_phase_0 freq1_harmonics_rel_phase_1 freq1_harmonics_rel_phase_2 freq1_harmonics_rel_phase_3 freq2_harmonics_amplitude_0 freq2_harmonics_amplitude_1 freq2_harmonics_amplitude_2 freq2_harmonics_amplitude_3 freq2_harmonics_freq_0 freq2_harmonics_rel_phase_0 freq2_harmonics_rel_phase_1 freq2_harmonics_rel_phase_2 freq2_harmonics_rel_phase_3 freq3_harmonics_amplitude_0 freq3_harmonics_amplitude_1 freq3_harmonics_amplitude_2 freq3_harmonics_amplitude_3 freq3_harmonics_freq_0 freq3_harmonics_rel_phase_0 freq3_harmonics_rel_phase_1 freq3_harmonics_rel_phase_2 freq3_harmonics_rel_phase_3 freq_amplitude_ratio_21 freq_amplitude_ratio_31 freq_frequency_ratio_21 freq_frequency_ratio_31 freq_model_max_delta_mags freq_model_min_delta_mags freq_model_phi1_phi2 freq_n_alias freq_signif freq_signif_ratio_21 freq_signif_ratio_31 freq_varrat freq_y_offset linear_trend max_slope median_absolute_deviation median_buffer_range_percentage medperc90_2p_p p2p_scatter_2praw p2p_scatter_over_mad p2p_scatter_pfold_over_mad p2p_ssqr_diff_over_var percent_amplitude percent_difference_flux_percentile qso_log_chi2_qsonu qso_log_chi2nuNULL_chi2nu scatter_res_raw skew small_kurtosis std stetson_j stetson_k freq_rrd
3.4655 0.315966386555 0.015 8.493 0.414 0.783 6.735 7.406 -2.35294117647 0 0 -1.51260504202 -2.68907563025 20.007531 254.52264238 1 11.4062979225 366.620998758 366.641120112 0.0337923773054 0.0924968323988 0.378298585361 0.59472539598 0.805097105865 -1.22692671633 0.844222842809 2.61241021081 0.192373718515 0.360704101259 0.172316580146 0.00272742275621 0 1.62700058885 -2.79066363909 0.186123767947 0.187559941934 0.120139657718 0.12521923359 0.0254686679244 0.000467211462132 0 -1.35563076323 2.15541834007 0.627035434253 0.057707798378 0.0972558011209 0.0344956031427 0.00720001440372 0.00392578981817 0 -3.0196954189 -0.338473091423 0.52215928547 0.0717957467622 0.0220898686352 0.171301446051 1.43937708565 0.397156222576 0.153546808076 0.192217247373 0 20.0115441751 0.638321766973 0.571418420401 0.000536397892826 -0.0526866499811 -4.12386731344e-05 429 1.882 0.289075630252 1.71545894355 0.415612474257 0.0427736450584 0.104410201913 0.076021181574 31.9306270175 23.2169911529 4.4703079638 3.50609291113 0.0523643271226 -0.260284902875 -1.19258844157 2.02302615815 16.9057388296 1.04586008593 0
2.569 0.142533936652 0.156248333333 6.759175 0.514165 0.85865 4.56079 5.10993666667 -0.452488687783 0 0 -1.80995475113 3.39366515837 16.392656 0.998286774577 1 11.8982151303 352.300603062 351.645100805 0.20163979572 0.363873737333 0.497926844664 0.614724326477 0.782228170498 -0.392440312502 0.423979981542 1.79693181723 0.196211101569 0.152072369063 0.10326144598 0.00284373628953 0 1.68824549354 -2.41707355112 -0.455256029209 0.0564210524521 0.213772760676 0.0829951939793 0.0502135620985 0.000416915385993 0 1.282512176 1.33489496182 1.6412469116 0.0710799210948 0.10660602316 0.0323630011221 0.0103039502095 0.997684741298 0 -2.10708812322 -0.257350974151 1.04932989078 0.0313985494114 0.0395562705348 0.146608315098 350.835886214 0.116206577872 2.22016734779 0.154749186371 1 17.0014217976 0.714875005297 0.566307452064 0.000505276216636 0.726371400032 -0.000126679648071 151 0.9045 0.253393665158 1.10742341411 1.18778848031 0.0950801547816 0.28413488115 0.0874514622856 3.61742659477 3.48970309274 3.94768366764 3.21534596048 0.105238679068 0.555753099163 -0.945760235497 1.2681172815 10.8573439436 0.956430608954 0
1.9805 0.0789473684211 0.163 4.655 0.378 0.796 5.115 3.435 -3.42105263158 -0.789473684211 0 -2.36842105263 -2.89473684211 19.319225 0.993969036946 1 11.2433023282 191.455041166 191.372096946 0.208661589177 0.37916887093 0.551515552265 0.727890301208 0.912614907098 -0.585527853174 0.58088322836 2.17483347702 0.109785557861 0.0871552319121 0.0717621322785 0.00522547217993 0 0.561398672835 -1.28095402726 0.0275928854402 0.330297618489 0.0618620995586 0.161029787523 0.0705360929575 0.00208824631726 0 1.09626661078 0.477535272068 0.566865741056 0.144408327095 0.0330905606999 0.0271991158106 0.00728785065355 0.00875444657654 0 2.69150187576 0.755898862839 0.00471911766384 0.151872601732 0.0663997168615 0.399628252788 1.67534076828 0.37707228624 0.140906234833 0.185793580321 0 14.3406135986 0.915282312037 0.590386618503 0.000983317233076 1.47436932358 0.000215871038262 265 0.644 0.326315789474 0.944083780759 1.87997112827 0.135093167702 0.521739130435 0.201160788909 1.76057785622 2.05492875916 4.21039850837 1.63687735109 0.150001874638 0.603802527303 -0.371499672073 0.818105021818 6.60091936205 0.979048300318 0
3.085 0.177993527508 2.093 7.598 0.528 1.135 7.518 6.548 -3.55987055016 -1.29449838188 0 1.61812297735 -8.09061488673 12.440488 0.999246760055 1 9.27185630712 316.711469958 317.644622366 0.176680021214 0.293090814302 0.446639616734 0.537910114419 0.730612395521 -0.85241896135 1.60629433609 2.43009433583 0.464118335435 0.161279634963 0.0512366280343 0.00314813229566 0 2.58586589086 -2.0201426746 1.0820191401 0.620610863642 0.406703061163 0.395921318089 0.398322716206 0.000361673540461 0 -1.27388451577 2.63119563366 0.662158639491 0.0917511653687 0.00518288098873 0.000837164606557 0.000340183195028 0.990765351752 0 -1.01758324634 -0.763923962202 -0.0155204834674 0.255385502732 0.0377562154752 0.114885114885 314.715284715 0.304781525115 0.0509151248234 0.219830804876 1 13.9150306447 0.858828283008 0.47165250747 0.000799286121108 1.26074895449 3.83932894405e-05 135 0.983 0.31067961165 1.61583656422 0.8307744835 0.126144455748 0.304679552391 0.178153542218 6.04693068967 4.51027553905 4.56010993982 1.97468910739 0.0783174734004 0.341540285459 -0.687590361265 1.22352717235 10.2471845693 1.04275831474 0
1.5505 0.236749116608 0.26613 6.13495666667 0.391478333333 0.865753333333 4.16137166667 4.62836166667 0 0 0 6.00706713781 -0.883392226148 5.230539 255.896889464 0 15.2700287983 245.166090156 245.033614092 0.195801450833 0.323373942325 0.467045507543 0.620768576818 0.814726629398 -0.0264978624619 0.0192256956579 0.919725175553 0.0972066313303 0.019858603941 0.00741292067581 0.00408112272834 0 -2.2292954142 -0.417362094656 2.96203348835 0.291636900742 0.0129151782069 0.00878358537618 0.00182455865191 0.00781531848596 0 2.10084574158 -1.86503173842 1.11092523461 0.0971276874343 0.0696818393886 0.00524012148601 0.000485273575918 0.00367427200813 0 -2.88861627548 -0.374927725616 1.90468678194 0.317091353476 0.105605119895 1.91499227202 0.900309119011 0.0520675900866 0.327631803321 0.203168296378 0 18.2934336671 0.830941697948 0.540360172584 0.000530987905443 -0.0586051492436 8.49786513784e-05 109 0.5875 0.257950530035 1.08900337879 5.04119793119 0.156595744681 0.548085106383 0.0798233972521 3.1552771902 2.34582233208 2.90728210212 1.72606505338 0.214969272175 0.01503672593 -1.0239400982 0.706485092248 5.85011239762 1.07189771919 0
1.867 0.164772727273 0.258711666667 5.19276666667 0.574805 0.838245 5.12159333333 4.06673 0.284090909091 0 0 0.852272727273 -4.54545454545 7.332225 0.996062686971 1 9.93635425205 252.625498079 252.646063836 0.244679799452 0.416894786498 0.612133133105 0.768337390591 0.892022674495 -0.0699357209264 0.054948208139 1.62099679161 0.438843339843 0.149180974233 0.100939462526 0.00395815639127 0 1.15033416676 -2.71521899108 5.83499869351e-06 0.214022781113 0.0657348669894 0.0842282774484 0.0583388370267 0.00174248403332 0 3.04067004856 2.59561295832 -0.334570890319 0.0824581868097 0.0980943765538 0.0165346608997 0.0031199273706 0.00941580821672 0 -2.90537345239 -1.7789235023 -0.285857701896 0.132031588354 0.0508688155563 0.440226171244 2.3788368336 0.0711640720976 0.423955130789 0.159179716996 0 14.7862848651 0.752321806609 0.5206517246 0.000452323309328 1.20645705094 3.05447835792e-05 112 0.6405 0.321022727273 1.01761413178 0.765442732823 0.151444184231 0.277907884465 0.245588817736 1.65950003272 1.89322944046 4.23574938184 1.53404617465 0.143700030329 0.591312404751 -0.70723449699 0.868952520499 7.1931285477 0.950540348239 0
1.8495 0.0710382513661 0.205793333333 5.55936666667 0.485956666667 0.861833333333 5.38704833333 4.25977 -1.6393442623 -0.546448087432 0 -3.27868852459 -2.73224043716 3.5059 597.807346311 1 7.74221495866 434.268335116 434.74429372 0.194197011342 0.324491757082 0.448457340426 0.659904208321 0.810615825468 -0.0505951505345 0.0465611615287 0.254199305239 0.481921918968 1.17221939846 0.161396022933 0.00230025270408 0 -2.30743678116 -1.33884811103 2.655071723 0.355624732144 0.299861896537 0.0324560838499 0.0181858133662 0.00334124297892 0 -1.99748023712 -1.56562437454 -1.10246758346 0.136324668168 0.0666731286369 0.0117461155302 0.00271561319954 0.00545344582691 0 -0.243086521093 -0.0450548948582 -0.238762296829 1.39899962279 0.536290482935 1.45255474453 2.37080291971 0.784725718788 0.336106261512 0.262024657275 0 10.2967054978 0.743740497501 0.650617533157 0.000503427464051 0.331173753122 -9.96990363692e-05 22 0.691 0.267759562842 1.03497301599 1.56401205029 0.183791606368 0.38494934877 0.171610563228 2.3052171687 2.67539330821 4.25317079173 1.58608428834 0.135417231681 0.465577313394 -0.471894574148 0.926047662437 7.60325156783 0.994011592498 0
1.1645 0 0.8 8.347 0.468 1.002 7.217 7.107 -1.5873015873 0 0 1.5873015873 -3.96825396825 1.367351 263.813803181 0 7.59938568969 302.497496932 302.802258216 0.265652806501 0.388258689348 0.529416660961 0.698462988049 0.918520987068 -0.0318342383743 0.0306525180072 0.668171967647 0.433294897089 0.161898758329 0.0735008793327 0.00330253527831 0 1.38534899295 2.79603978014 -1.64332408985 0.265639645509 0.168434590337 0.015028596182 0.0191090347969 0.00379015793686 0 -0.523348355904 1.87651415602 2.89743075447 0.11022111065 0.0715869527181 0.0257792479362 0.00409691741179 0.996762775127 0 -3.06214647582 0.406831722964 -0.715431898167 0.397561793029 0.164959196115 1.14765100671 301.817449664 0.153450439933 0.114017123251 0.11628889205 1 8.2095361516 0.926773264058 0.650224784848 0.000385306945221 0.753739475426 -2.83261527083e-05 5 0.493 0.166666666667 1.16380802368 2.7831905767 0.279918864097 0.470588235294 0.1410668036 1.28665160292 1.75561951584 3.54796995086 1.56692909036 0.135062437674 0.326855720966 -0.950338942974 0.61221699999 5.15460698163 1.05001700123 0
2.805 0.255102040816 0.195045 6.69259333333 0.462425 0.850851666667 5.32983 5.609215 -0.510204081633 0.765306122449 0.255102040816 1.5306122449 -8.16326530612 24.106816 1.99198103559 1 9.63660691908 211.940878819 211.955128561 0.226466141061 0.388100044549 0.544480171494 0.679923337242 0.819518653946 -0.0772479231531 0.0739402719879 2.50429735643 0.143058747767 0.108134730155 0.0517965678202 0.00471793972896 0 2.44099246713 -0.319026417524 -0.751013201133 0.139288185913 0.183196949546 0.0789059054909 0.0233358072556 0.00135664708039 0 1.39447147489 0.920251667551 -2.33265851741 0.151155639512 0.123748540471 0.104395279988 0.0160842240919 0.000782067140458 0 -0.455318071294 1.50335579951 -2.22087236146 0.0556196673515 0.0603585030043 0.287550744249 0.165764546685 0.107491545453 0.115843479246 0.163350660454 0 15.9372457829 0.690030190981 0.618050371843 0.000888755135562 0.536801735373 9.33731312196e-05 223 1.386 0.178571428571 0.867298611966 0.605176694718 0.123376623377 0.204906204906 0.157456140661 6.44731973906 5.71378725338 5.11214968384 2.17101683589 0.0870898476831 0.293611295802 -1.27019104638 1.58941855172 13.8709276553 1.0709633055 0
1.661 0.101307189542 0.113 5.972 0.376 0.769 5.122 5.172 -0.653594771242 0 0 2.28758169935 -6.2091503268 9.482335 1.00262283107 1 7.94144448742 173.065794074 172.866263518 0.208872888476 0.359613697118 0.515131619154 0.651746257735 0.815882223704 -0.0374278189427 0.0477601771344 1.31280501535 0.0766698889436 0.0609570777969 0.0352400932933 0.00578477873586 0 -0.262000516619 2.32627082889 2.55361152551 0.220736782223 0.159548240425 0.167545245017 0.0608469515753 0.000904863852756 0 0.940931479094 -0.322340529456 2.1484422444 0.13348977567 0.130667163174 0.0278016404583 0.00312625305503 1.00511324276 0 2.40740895543 -1.2213027116 -0.829859132469 0.168141330695 0.101682865398 0.156421514819 173.751372119 0.0363914835225 0.293782748836 0.164282504589 1 13.1105738755 0.673390775047 0.573097031427 0.000707624874762 0.45893489214 -3.54132121814e-05 31 0.589 0.264705882353 1.05060331595 1.72767045363 0.264855687606 0.541595925297 0.247463877017 1.83922623942 2.22505032952 4.12880260907 1.16664242168 0.249870195415 0.45313044224 -0.66656958341 0.786372279174 6.41879289369 1.01632243805 0
