000006+2553.2 320.615581917 1.95835275633 319.701840931 2.01014708964 -760.011416498
000208-1440.5 352.858151023 2.81708177636 352.52888023 2.84892599881 -1925.9110092
000736-2529.5 405.515004055 1.56428166425 404.873475144 2.10289605536 -709.904113363
000837-3913.2 296.208530806 2.53391976088 295.957274522 2.64969438155 -1337.81934034
000842-8611.3 373.692077728 1.04753976754 376.417988897 0.989465323071 -3089.83858434
001522-3202.7 366.568914956 2.6711738132 365.891579233 2.74030786426 -3253.54532837
001654-3013.8 132.696390658 0.986275106018 132.653728892 0.939494163682 -1635.69818596
002223+2659.8 280.347631063 2.27873765487 278.519569833 2.40612482134 -261.639834526
002231-1832.7 199.242877067 1.38083631187 198.991013111 1.41230532525 -752.309241094
002308-6140.3 242.365487155 2.46328799541 242.138719506 2.36273141601 -2950.24214698
